08:56:47,72278A9F,openml,6952,3997696,optimized,True,1048576.0,0.63,0.58849
08:56:47,72278A9F,openml,6970,3014668,optimized,True,1048576.0,0.7,0.295551
08:56:47,72278A9F,openml,6952,3997734,optimized,True,1048576.0,0.62,0.58336
08:56:47,72278A9F,openml,6970,2818113,optimized,True,1048576.0,0.7,0.818657
08:56:47,72278A9F,openml,6840,2097218,optimized,True,1048576.0,0.7,0.029452
08:56:47,72278A9F,openml,6840,2162757,optimized,True,1048576.0,0.7,0.025529
08:56:47,72278A9F,openml,7707,6717517,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,7707,6717524,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6840,2064483,optimized,True,1048576.0,0.7,0.021859
08:56:47,72278A9F,openml,6840,1900647,optimized,True,1048576.0,0.7,0.033085
08:56:47,72278A9F,openml,7707,6717546,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6970,3965049,optimized,True,1048576.0,0.7,0.622751
08:56:47,72278A9F,openml,6952,4096124,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,7707,6815885,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6970,3997840,optimized,True,1048576.0,0.7,0.620399
08:56:47,72278A9F,openml,6952,3997851,optimized,True,1048576.0,0.7,0.2693
08:56:47,72278A9F,openml,7707,6815917,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6970,3965110,optimized,True,1048576.0,0.7,0.620134
08:56:47,72278A9F,openml,6952,3997879,optimized,True,1048576.0,0.7,0.390984
08:56:47,72278A9F,openml,6840,1900736,optimized,True,1048576.0,0.7,0.023825
08:56:47,72278A9F,openml,6970,3997912,optimized,True,1048576.0,0.7,0.45565
08:56:47,72278A9F,openml,6970,3997921,optimized,True,1048576.0,0.7,0.743804
08:56:47,72278A9F,openml,6840,1868005,optimized,True,1048576.0,0.7,0.024776
08:56:47,72278A9F,openml,6970,3997929,optimized,True,1048576.0,0.7,0.530971
08:56:47,72278A9F,openml,6970,3997934,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6952,4096251,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6840,2195738,optimized,True,1048576.0,0.7,0.028182
08:56:47,72278A9F,openml,8330,6914342,optimized,True,1048576.0,0,Failed!
08:56:47,72278A9F,openml,6952,3998013,optimized,True,1048576.0,0.7,0.363843
